fen,type,wdl,dtz,num_pieces,turn
8/8/3q4/K7/8/3R4/8/7k b - - 0 1,R vs k+q,2,1,4,0
3b4/8/4k3/2K2p2/7Q/8/8/8 w - - 0 1,Q vs k+b+p,2,1,5,1
1K5k/8/8/8/8/8/8/1R6 b - - 0 1,R vs k,-2,-18,3,0
5b2/8/4r3/8/Q7/1k6/8/5K2 b - - 0 1,Q vs k+r+b,2,1,5,0
5K2/8/8/4k3/8/2R5/2P5/N7 b - - 0 1,R+N+P vs k,-2,-4,5,0
8/8/3K4/4p3/8/8/7k/7q b - - 0 1,K vs k+q+p,2,1,4,0
8/8/8/n7/1K6/6qk/p7/8 b - - 0 1,K vs k+q+n+p,2,1,5,0
4b3/6p1/3K4/8/3k4/8/4N3/8 b - - 0 1,N vs k+b+p,0,0,5,0
K7/7k/8/8/8/8/8/3B4 w - - 0 1,B vs k,0,0,3,1
8/8/8/7r/6N1/8/1k2K3/1R6 b - - 0 1,R+N vs k+r,0,0,5,0
8/5k2/8/8/8/1K6/8/4q3 b - - 0 1,K vs k+q,2,13,3,0
5r2/8/1K6/8/8/8/6k1/8 w - - 0 1,K vs k+r,-2,-28,3,1
5K2/8/8/6k1/8/2q5/8/4R3 w - - 0 1,R vs k+q,-2,-22,4,1
8/1b2k3/P7/K5r1/8/8/8/8 w - - 0 1,P vs k+r+b,-2,-2,5,1
2R5/8/1n6/8/1r6/8/2k5/2K5 b - - 0 1,R vs k+r+n,0,0,5,0
8/2R1n3/4k3/8/8/K7/8/6n1 b - - 0 1,R vs k+2n,0,0,5,0
K7/8/3k4/8/Q6r/8/8/8 b - - 0 1,Q vs k+r,2,1,4,0
6B1/8/8/6k1/8/K7/8/8 w - - 0 1,B vs k,0,0,3,1
1k6/8/8/8/1K6/8/8/P6B b - - 0 1,B+P vs k,0,0,4,0
8/7k/8/8/3q4/8/8/4K3 b - - 0 1,K vs k+q,2,11,3,0
8/8/1b6/8/2k5/4K3/8/2Q1N3 b - - 0 1,Q+N vs k+b,-2,-14,5,0
8/8/4K3/8/3r4/1R2P3/8/7k w - - 0 1,R+P vs k+r,2,1,5,1
8/8/N7/8/8/3K4/1k6/8 b - - 0 1,N vs k,0,0,3,0
3r4/6kb/8/8/4B3/8/5n2/4K3 b - - 0 1,B vs k+r+b+n,2,1,6,0
8/2K4r/8/8/3pk3/8/8/8 w - - 0 1,K vs k+r+p,-2,-2,4,1
6B1/8/8/5k2/8/7K/8/8 w - - 0 1,B vs k,0,0,3,1
1K6/8/8/7p/8/8/8/k5N1 b - - 0 1,N vs k+p,0,0,4,0
8/8/4K3/8/5r2/4k3/8/2n5 w - - 0 1,K vs k+r+n,-2,-16,4,1
8/2b3P1/8/1k6/8/8/8/KR6 b - - 0 1,R+P vs k+b,-2,-2,5,0
8/4k3/2b3K1/8/5n2/b7/8/8 w - - 0 1,K vs k+2b+n,-2,-10,5,1
8/8/5K2/7k/8/8/1r6/6n1 b - - 0 1,K vs k+r+n,2,11,4,0
8/8/8/8/3r4/4Q2R/5k2/6K1 b - - 0 1,Q+R vs k+r,-2,-1,5,0
2r5/k7/8/2r5/5K2/8/8/8 b - - 0 1,K vs k+2r,2,7,4,0
6KP/7q/8/8/2k5/2P2Q2/8/8 w - - 0 1,Q+2P vs k+q,2,1,6,1
1K6/8/8/4kB2/8/8/7n/8 b - - 0 1,B vs k+n,0,0,4,0
k7/1N1K4/8/8/8/2N5/8/4Q3 b - - 0 1,Q+2N vs k,-2,-4,5,0
5K2/8/8/7k/8/B7/5q2/8 w - - 0 1,B vs k+q,-2,-14,4,1
k7/8/8/8/8/5r2/5K2/8 w - - 0 1,K vs k+r,0,0,3,1
8/8/8/4k3/5RK1/8/R7/7R w - - 0 1,3R vs k,2,3,5,1
3n4/k2K1b2/8/8/8/8/8/8 b - - 0 1,K vs k+b+n,2,58,4,0
3K4/7k/8/8/8/7Q/8/8 b - - 0 1,Q vs k,-2,-12,3,0
8/1KB5/8/1p6/8/8/1k6/8 w - - 0 1,B vs k+p,0,0,4,1
5N2/8/8/5B2/4R3/7K/8/k7 b - - 0 1,R+B+N vs k,-2,-8,5,0
2k5/8/8/5K2/8/4p3/8/8 b - - 0 1,K vs k+p,2,1,3,0
8/5R2/8/3K4/8/1N6/8/4k3 b - - 0 1,R+N vs k,-2,-10,4,0
8/6q1/5K2/4k3/2b5/8/8/7b w - - 0 1,K vs k+q+2b,0,0,5,1
5k2/3B4/8/8/b5K1/8/7n/8 b - - 0 1,B vs k+b+n,2,1,5,0
8/4n1K1/8/7r/1k6/8/8/8 b - - 0 1,K vs k+r+n,2,11,4,0
8/8/8/8/1N4K1/8/8/6k1 b - - 0 1,N vs k,0,0,3,0
8/6K1/8/8/8/5N2/1k6/8 b - - 0 1,N vs k,0,0,3,0
8/2K5/8/5k2/8/8/8/6B1 w - - 0 1,B vs k,0,0,3,1
3k4/6B1/8/8/4r3/8/8/6K1 b - - 0 1,B vs k+r,2,2,4,0
3k4/K7/8/8/8/8/3P4/8 w - - 0 1,P vs k,2,5,3,1
8/4k3/8/K7/8/8/N7/7B b - - 0 1,B+N vs k,-2,-59,4,0
1k6/8/8/8/8/8/8/3Kr3 w - - 0 1,K vs k+r,0,0,3,1
8/5K2/2Q5/5n2/8/8/8/6k1 b - - 0 1,Q vs k+n,-2,-16,4,0
8/8/8/5r2/8/5k2/8/5K2 b - - 0 1,K vs k+r,2,5,3,0
8/8/7K/8/2N5/8/3B4/2k5 b - - 0 1,B+N vs k,-2,-59,4,0
8/8/5R2/7k/8/8/5K2/8 b - - 0 1,R vs k,-2,-20,3,0
8/8/K1kR4/2N5/6b1/8/8/8 b - - 0 1,R+N vs k+b,0,0,5,0
8/3k4/8/8/1K6/8/8/Q7 w - - 0 1,Q vs k,2,9,3,1
2k1K3/8/8/8/4n3/8/1n6/3B4 w - - 0 1,B vs k+2n,0,0,5,1
8/4q2q/8/1k6/7K/5P2/8/8 w - - 0 1,P vs k+2q,-2,-4,5,1
8/8/K3q3/6k1/2n5/8/8/8 w - - 0 1,K vs k+q+n,-2,-6,4,1
6KR/8/8/1k6/8/8/5r2/8 b - - 0 1,R vs k+r,0,0,4,0
8/8/6k1/8/8/8/1K6/4P3 w - - 0 1,P vs k,2,9,3,1
5K2/8/8/p6k/8/6B1/8/8 w - - 0 1,B vs k+p,0,0,4,1
2K1k3/8/8/8/7R/8/8/R7 b - - 0 1,2R vs k,-2,-6,4,0
8/2n5/8/8/8/Nn3R2/8/1K1k4 w - - 0 1,R+N vs k+2n,2,1,6,1
4k3/8/5P2/5N2/2K5/8/8/8 b - - 0 1,N+P vs k,0,0,4,0
8/1B6/6B1/8/4k3/8/1K6/8 b - - 0 1,2B vs k,0,0,4,0
1k6/6b1/8/8/8/5K2/8/8 w - - 0 1,K vs k+b,0,0,3,1
R7/2k5/6r1/5K2/8/8/8/8 w - - 0 1,R vs k+r,2,1,4,1
8/2K5/8/8/6k1/3R4/3Q4/8 w - - 0 1,Q+R vs k,2,1,4,1
8/8/8/4b3/8/3n2k1/5K2/1N6 w - - 0 1,N vs k+b+n,0,0,5,1
8/8/3Kb3/6n1/8/2k5/8/8 w - - 0 1,K vs k+b+n,-2,-53,4,1
8/3k4/r7/1K2N3/8/2P5/8/8 b - - 0 1,N+P vs k+r,-2,-2,5,0
7K/8/8/3k4/8/2Q5/8/5N2 w - - 0 1,Q+N vs k,2,9,4,1
8/8/3Q4/8/5q2/6k1/7p/3K4 b - - 0 1,Q vs k+q+p,2,1,5,0
8/8/8/2Q5/3p4/4K3/8/kB6 w - - 0 1,Q+B vs k+p,2,1,5,1
8/8/R7/8/8/2Kp4/B7/k7 b - - 0 1,R+B vs k+p,-2,-1,5,0
8/5n2/8/8/8/8/6k1/4K3 b - - 0 1,K vs k+n,0,0,3,0
4r3/8/8/2K5/6p1/8/6b1/1k6 b - - 0 1,K vs k+r+b+p,2,1,5,0
8/7N/8/5b2/8/1K6/7k/7b w - - 0 1,N vs k+2b,0,0,5,1
5R2/8/8/8/b3K3/2k5/8/8 b - - 0 1,R vs k+b,0,0,4,0
8/8/8/7K/qq6/3k4/1p6/8 w - - 0 1,K vs k+2q+p,-2,-2,5,1
8/8/1p6/7N/2K5/8/7k/8 w - - 0 1,N vs k+p,0,0,4,1
7N/6k1/8/8/8/8/P1K2r2/8 b - - 0 1,N+P vs k+r,2,1,5,0
8/8/1K4r1/1Q6/7P/8/8/1k6 w - - 0 1,Q+P vs k+r,2,3,5,1
8/8/3K4/8/8/8/n4k2/8 w - - 0 1,K vs k+n,0,0,3,1
8/2n5/8/8/6k1/8/K2q4/8 w - - 0 1,K vs k+q+n,-2,-10,4,1
8/4K3/1k6/1P6/8/4R3/8/8 b - - 0 1,R+P vs k,-2,-2,4,0
8/2N4K/8/5N2/5k2/8/8/6N1 w - - 0 1,3N vs k,2,30,5,1
8/8/1p2P3/B7/8/6Q1/8/1K1k4 w - - 0 1,Q+B+P vs k+p,2,1,6,1
3q2k1/8/8/5K2/8/8/8/3n4 w - - 0 1,K vs k+q+n,-2,-10,4,1
k4N2/5K2/2Q5/8/8/2r5/8/8 b - - 0 1,Q+N vs k+r,0,0,5,0
1R6/4k3/8/1K6/8/6b1/8/8 b - - 0 1,R vs k+b,0,0,4,0
8/8/2P5/1N6/8/8/K3n3/3k4 b - - 0 1,N+P vs k+n,-2,-4,5,0
8/1k3K2/8/8/6p1/8/8/8 b - - 0 1,K vs k+p,2,1,3,0
8/1k6/8/8/7B/8/8/4K3 b - - 0 1,B vs k,0,0,3,0
4R3/8/1qKB4/k7/8/1R6/8/8 w - - 0 1,2R+B vs k+q,2,1,6,1
6K1/8/2N3p1/8/8/8/7n/k7 b - - 0 1,N vs k+n+p,0,0,5,0
8/8/8/2K5/2B5/2k5/8/8 w - - 0 1,B vs k,0,0,3,1
8/4q3/3R4/8/5Kn1/8/8/4k3 b - - 0 1,R vs k+q+n,2,1,5,0
8/1K6/3b4/8/8/8/7k/8 w - - 0 1,K vs k+b,0,0,3,1
8/2K3q1/2q5/8/5b2/8/2k5/8 w - - 0 1,K vs k+2q+b,-2,-2,5,1
7n/2N5/5k2/8/8/4K3/8/8 b - - 0 1,N vs k+n,0,0,4,0
4n2B/4K3/2N5/8/5k2/8/8/8 b - - 0 1,B+N vs k+n,-2,-4,5,0
8/8/q3P2K/8/1q6/8/8/5k2 w - - 0 1,P vs k+2q,-2,-2,5,1
3K4/8/2kn4/8/8/8/8/8 b - - 0 1,K vs k+n,0,0,3,0
3R4/1K6/8/8/rR6/8/6k1/8 b - - 0 1,2R vs k+r,0,0,5,0
5K2/k7/8/3P4/8/8/8/8 b - - 0 1,P vs k,-2,-2,3,0
8/5K2/B7/8/8/7k/8/q7 w - - 0 1,B vs k+q,-2,-20,4,1
7q/8/8/k7/6K1/8/8/r7 b - - 0 1,K vs k+q+r,2,3,4,0
8/8/6KN/k7/8/8/3n4/8 w - - 0 1,N vs k+n,0,0,4,1
8/4N3/8/2K4k/8/8/8/8 w - - 0 1,N vs k,0,0,3,1
3P4/2n5/8/8/8/8/8/1K1k4 b - - 0 1,P vs k+n,0,0,4,0
8/7Q/7r/8/1k3K2/8/8/8 b - - 0 1,Q vs k+r,2,1,4,0
8/4n3/8/8/8/k7/5K2/8 w - - 0 1,K vs k+n,0,0,3,1
8/8/5k2/8/5q2/7K/8/8 w - - 0 1,K vs k+q,-2,-10,3,1
1Q6/8/K6P/4k3/8/B7/8/8 b - - 0 1,Q+B+P vs k,-2,-2,5,0
8/8/8/8/8/3np3/K7/3bk3 b - - 0 1,K vs k+b+n+p,2,1,5,0
8/8/8/4k3/8/8/7K/1N5q w - - 0 1,N vs k+q,0,0,4,1
4q3/8/8/3r4/8/K6k/8/7N b - - 0 1,N vs k+q+r,2,3,5,0
2k2K2/8/8/8/3P3Q/8/8/r7 b - - 0 1,Q+P vs k+r,-2,-4,5,0
8/4k3/8/8/5K2/8/8/2q5 w - - 0 1,K vs k+q,-2,-14,3,1
8/8/8/8/K7/8/7n/2k5 w - - 0 1,K vs k+n,0,0,3,1
2K5/8/8/1b6/8/6N1/4pk2/8 w - - 0 1,N vs k+b+p,0,0,5,1
8/8/2k5/P7/8/8/3Q4/1K6 b - - 0 1,Q+P vs k,-2,-2,4,0
8/8/7p/8/7q/N6K/3k4/8 w - - 0 1,N vs k+q+p,0,0,5,1
8/6k1/6r1/6n1/7B/K7/8/8 w - - 0 1,B vs k+r+n,-2,-30,5,1
8/8/8/8/k7/6K1/3N4/8 b - - 0 1,N vs k,0,0,3,0
8/8/8/4K3/p6p/8/5k2/8 w - - 0 1,K vs k+2p,-2,-2,4,1
2Bp4/8/8/8/6n1/8/3K3k/8 w - - 0 1,B vs k+n+p,0,0,5,1
8/8/6Q1/8/7r/8/7K/3k4 w - - 0 1,Q vs k+r,2,41,4,1
8/8/8/5K2/2k1n3/8/8/8 w - - 0 1,K vs k+n,0,0,3,1
8/8/8/8/8/5K2/k7/6Q1 b - - 0 1,Q vs k,-2,-12,3,0
8/8/3kB3/8/8/K7/6Q1/P7 b - - 0 1,Q+B+P vs k,-2,-2,5,0
8/8/r3k3/8/2p3B1/8/8/6K1 b - - 0 1,B vs k+r+p,2,3,5,0
4K3/3r4/8/8/2k5/6R1/5b2/5n2 b - - 0 1,R vs k+r+b+n,2,1,6,0
1B6/8/2p5/8/8/k7/8/3KB3 b - - 0 1,2B vs k+p,0,0,5,0
8/8/8/4k3/4N3/8/4K3/2R5 b - - 0 1,R+N vs k,-2,-14,4,0
6n1/8/8/b7/K2k4/8/1p6/8 b - - 0 1,K vs k+b+n+p,2,1,5,0
q7/8/5k2/7K/8/8/8/8 w - - 0 1,K vs k+q,-2,-10,3,1
P7/8/1n6/1q6/8/1K4k1/8/8 w - - 0 1,P vs k+q+n,-2,-2,5,1
8/8/7n/8/6b1/8/1K6/1rk5 w - - 0 1,K vs k+r+b+n,-2,-6,5,1
8/7K/5kp1/8/8/8/8/8 w - - 0 1,K vs k+p,-2,-2,3,1
6k1/3Q4/8/6K1/5P2/8/6N1/8 w - - 0 1,Q+N+P vs k,2,1,5,1
8/8/1k6/3K4/8/8/8/3N4 w - - 0 1,N vs k,0,0,3,1
3k4/8/4K3/4Q3/8/8/8/8 w - - 0 1,Q vs k,2,1,3,1
5k2/Q7/8/8/8/3K4/4N3/8 w - - 0 1,Q+N vs k,2,7,4,1
8/8/8/8/8/4K1k1/3p4/b7 w - - 0 1,K vs k+b+p,0,0,4,1
8/8/8/8/7B/2K4r/6k1/6q1 w - - 0 1,B vs k+q+r,-2,-2,5,1
1R6/8/2k3b1/8/7r/4K3/8/8 b - - 0 1,R vs k+r+b,0,0,5,0
8/4K3/8/8/4k3/r7/4q3/8 w - - 0 1,K vs k+q+r,-2,-6,4,1
8/1n5K/8/8/8/7k/7B/2n5 w - - 0 1,B vs k+2n,0,0,5,1
8/8/1r6/8/1N6/8/K5k1/8 w - - 0 1,N vs k+r,0,0,4,1
6N1/5p2/8/4k3/8/8/K7/8 w - - 0 1,N vs k+p,0,0,4,1
8/8/8/8/8/3k1K2/8/2n3N1 b - - 0 1,N vs k+n,0,0,4,0
3RR3/8/2K5/8/8/8/8/7k b - - 0 1,2R vs k,-2,-6,4,0
N7/8/8/8/2R5/K5k1/8/8 b - - 0 1,R+N vs k,-2,-18,4,0
8/8/8/8/8/8/1K1Q4/5k2 b - - 0 1,Q vs k,-2,-10,3,0
7Q/4k3/7K/8/8/8/2B5/1R6 b - - 0 1,Q+R+B vs k,-2,-4,5,0
8/7K/1b6/8/7k/8/8/8 w - - 0 1,K vs k+b,0,0,3,1
5K2/8/4Qr2/5R2/8/8/5R2/2k5 w - - 0 1,Q+2R vs k+r,2,1,6,1
Q7/8/K7/1k6/8/8/8/7p b - - 0 1,Q vs k+p,-2,-2,4,0
8/8/K7/3k4/8/8/8/7P w - - 0 1,P vs k,0,0,3,1
7B/7B/8/5p2/8/8/K7/2k5 w - - 0 1,2B vs k+p,2,1,5,1
8/8/8/4k3/8/8/3pK3/8 w - - 0 1,K vs k+p,0,0,3,1
4N3/8/7K/2k1B2P/8/8/8/8 b - - 0 1,B+N+P vs k,-2,-4,5,0
7k/2K5/8/8/8/8/1q3Q2/8 w - - 0 1,Q vs k+q,2,1,4,1
4K3/3b4/8/1B1Q4/8/8/5k2/8 w - - 0 1,Q+B vs k+b,2,1,5,1
8/8/8/8/8/5P1n/6k1/2p1K3 w - - 0 1,P vs k+n+p,-2,-4,5,1
n2R4/8/2Q5/8/2KP4/8/5k2/8 w - - 0 1,Q+R+P vs k+n,2,1,6,1
1K6/8/8/8/4b3/8/8/1k6 b - - 0 1,K vs k+b,0,0,3,0
1K6/6k1/1R6/2r5/8/3N4/8/8 w - - 0 1,R+N vs k+r,2,1,5,1
8/8/8/6k1/8/5K2/3n4/8 w - - 0 1,K vs k+n,0,0,3,1
8/8/8/8/8/6k1/1K1P4/pQ6 w - - 0 1,Q+P vs k+p,2,1,5,1
7K/8/7P/8/2k5/8/8/8 b - - 0 1,P vs k,-2,-2,3,0
k7/6K1/1r6/8/3r4/8/8/8 b - - 0 1,K vs k+2r,2,3,4,0
8/8/8/8/K7/8/p3p3/3k4 b - - 0 1,K vs k+2p,2,1,4,0
8/8/8/1n6/8/kB4K1/8/B7 b - - 0 1,2B vs k+n,0,0,5,0
1kK5/6n1/n7/8/4Q3/8/8/8 w - - 0 1,Q vs k+2n,2,3,5,1
7K/np6/k7/8/8/8/q7/Q7 w - - 0 1,Q vs k+q+n+p,2,1,6,1
8/1R6/1b6/8/8/7k/8/6K1 w - - 0 1,R vs k+b,2,1,4,1
5K2/k4P2/8/8/6p1/8/8/8 w - - 0 1,P vs k+p,2,3,4,1
8/5r2/8/2k1q3/8/5K2/8/8 w - - 0 1,K vs k+q+r,-2,-4,4,1
8/8/8/K7/8/1r6/2b5/2k5 w - - 0 1,K vs k+r+b,-2,-12,4,1
5K2/4r3/8/8/2kb4/8/8/8 b - - 0 1,K vs k+r+b,2,9,4,0
8/1N6/1K6/8/8/8/5k2/8 w - - 0 1,N vs k,0,0,3,1
8/5B2/8/8/8/7q/8/1k1K4 b - - 0 1,B vs k+q,2,3,4,0
8/2p5/8/K6k/8/8/8/8 b - - 0 1,K vs k+p,0,0,3,0
8/7k/8/1R6/8/8/7K/8 b - - 0 1,R vs k,-2,-24,3,0
6k1/6n1/8/3b4/8/8/K7/8 w - - 0 1,K vs k+b+n,-2,-57,4,1
8/1B4b1/8/8/8/1k2K3/8/8 b - - 0 1,B vs k+b,0,0,4,0
8/8/8/8/8/8/K2k4/7P b - - 0 1,P vs k,0,0,3,0
1k6/8/8/4P2K/2N5/6N1/8/5q2 b - - 0 1,2N+P vs k+q,2,1,6,0
5q2/2K5/8/8/3P4/1rk5/8/8 w - - 0 1,P vs k+q+r,-2,-2,5,1
7K/8/8/1B2kB2/8/5p1r/8/8 b - - 0 1,2B vs k+r+p,2,1,6,0
8/4q3/8/8/6K1/8/8/6k1 b - - 0 1,K vs k+q,2,9,3,0
7k/8/8/3K4/8/8/8/q7 b - - 0 1,K vs k+q,2,15,3,0
4N3/1K6/8/8/1k6/8/3P4/8 w - - 0 1,N+P vs k,2,5,4,1
2P5/8/1N6/3rK3/6k1/8/8/8 w - - 0 1,N+P vs k+r,2,1,5,1
8/8/5k2/8/8/8/2q1B3/2K5 b - - 0 1,B vs k+q,2,1,4,0
8/6K1/8/k7/8/8/2n5/8 w - - 0 1,K vs k+n,0,0,3,1
k7/8/8/8/6b1/4K3/8/8 w - - 0 1,K vs k+b,0,0,3,1
1K6/8/8/5Q2/8/1k6/8/8 w - - 0 1,Q vs k,2,15,3,1
8/8/8/8/K7/8/8/1k1R4 b - - 0 1,R vs k,-2,-16,3,0
1k6/8/8/8/3Q4/8/8/3K4 w - - 0 1,Q vs k,2,13,3,1
8/7N/8/5K2/8/7k/8/8 w - - 0 1,N vs k,0,0,3,1
8/Pq6/3k4/1R6/1K6/8/8/7Q w - - 0 1,Q+R+P vs k+q,2,1,6,1
1Q5p/8/8/8/8/6k1/8/K1b5 b - - 0 1,Q vs k+b+p,-2,-2,5,0
8/8/8/3r4/8/5K2/8/4k3 b - - 0 1,K vs k+r,2,21,3,0
7K/8/8/4b3/8/8/8/1k6 w - - 0 1,K vs k+b,0,0,3,1
6pk/2K5/8/4p3/8/8/8/6B1 w - - 0 1,B vs k+2p,0,0,5,1
8/8/8/3K3R/1k3Q2/8/8/8 b - - 0 1,Q+R vs k,-2,-4,4,0
7k/K7/8/3Q4/8/8/8/5n2 w - - 0 1,Q vs k+n,2,3,4,1
8/8/8/8/7k/8/3B4/K7 w - - 0 1,B vs k,0,0,3,1
5b2/8/8/8/4p2K/8/8/1k6 w - - 0 1,K vs k+b+p,-2,-2,4,1
8/8/8/8/3BK1k1/8/8/2r5 w - - 0 1,B vs k+r,0,0,4,1
8/1K6/8/Q6r/1p6/8/1p6/k7 b - - 0 1,Q vs k+r+2p,2,1,6,0
2k5/5K2/8/3n4/8/3r4/8/8 b - - 0 1,K vs k+r+n,2,11,4,0
5N2/3K4/8/8/8/3b4/8/4k3 w - - 0 1,N vs k+b,0,0,4,1
8/4kp2/8/8/4b2K/8/5R2/8 w - - 0 1,R vs k+b+p,0,0,5,1
8/1P6/n1K5/8/8/8/2k5/4P3 w - - 0 1,2P vs k+n,2,1,5,1
8/3K4/6N1/8/8/1q6/2k5/8 b - - 0 1,N vs k+q,2,3,4,0
8/2q5/4R3/k7/4KP2/8/7b/8 b - - 0 1,R+P vs k+q+b,2,1,6,0
8/8/1q6/8/2k5/8/8/4K3 w - - 0 1,K vs k+q,-2,-12,3,1
k7/8/8/8/8/K7/7b/8 b - - 0 1,K vs k+b,0,0,3,0
8/5K2/8/2k5/8/8/5p2/8 w - - 0 1,K vs k+p,-2,-2,3,1
8/2k5/1Br5/8/4K3/8/8/8 b - - 0 1,B vs k+r,2,1,4,0
4K1k1/8/4P3/8/N7/8/8/8 w - - 0 1,N+P vs k,2,1,4,1
8/8/K7/8/8/8/k7/4n3 b - - 0 1,K vs k+n,0,0,3,0
K7/8/4P3/5q2/8/5k2/8/8 w - - 0 1,P vs k+q,-2,-2,4,1
8/k7/2N5/8/8/3K4/8/8 b - - 0 1,N vs k,0,0,3,0
2K2b2/8/8/8/k7/2Q5/8/8 b - - 0 1,Q vs k+b,-2,-14,4,0
8/8/3k4/8/8/1K6/8/4N3 b - - 0 1,N vs k,0,0,3,0
8/8/6K1/8/5k2/8/8/1B6 w - - 0 1,B vs k,0,0,3,1
4k3/8/3K4/8/8/7P/7N/8 w - - 0 1,N+P vs k,2,1,4,1
8/8/5QK1/8/5N2/8/8/3k4 w - - 0 1,Q+N vs k,2,3,4,1
8/k7/8/8/8/2N1r3/2K5/2p5 b - - 0 1,N vs k+r+p,2,1,5,0
r7/7k/8/4K3/8/8/8/8 w - - 0 1,K vs k+r,-2,-28,3,1
5k2/2K5/8/8/8/8/2n5/1N6 w - - 0 1,N vs k+n,0,0,4,1
2q5/K7/8/1k6/8/8/8/8 w - - 0 1,K vs k+q,0,0,3,1
8/7k/2K5/6p1/8/8/8/1r6 b - - 0 1,K vs k+r+p,2,1,4,0
8/8/5N2/8/8/1k2NK2/8/4P3 w - - 0 1,2N+P vs k,2,1,5,1
4k3/5P2/8/8/6q1/8/3K4/8 b - - 0 1,P vs k+q,2,1,4,0
5Q2/8/8/3k4/8/2b5/3n4/2K5 w - - 0 1,Q vs k+b+n,2,7,5,1
5R2/7k/4B3/2K5/3B4/7n/8/8 w - - 0 1,R+2B vs k+n,2,1,6,1
2K5/4pQ2/7k/8/8/8/8/8 b - - 0 1,Q vs k+p,-2,-2,4,0
8/8/k7/4p3/8/2B5/3K4/2b5 w - - 0 1,B vs k+b+p,0,0,5,1
2QB4/k7/p6K/5N2/8/8/8/8 w - - 0 1,Q+B+N vs k+p,2,1,6,1
8/8/8/6k1/K7/7R/1P4p1/8 b - - 0 1,R+P vs k+p,0,0,5,0
3R1k2/8/7n/8/8/2K5/8/8 b - - 0 1,R vs k+n,0,0,4,0
4K3/6p1/8/8/k7/8/8/8 b - - 0 1,K vs k+p,2,1,3,0
K7/8/3q4/8/1k6/8/8/8 b - - 0 1,K vs k+q,2,7,3,0
6b1/8/2k4K/8/8/8/8/8 w - - 0 1,K vs k+b,0,0,3,1
3P4/4k2b/8/8/K7/5p2/8/8 b - - 0 1,P vs k+b+p,2,1,5,0
2K5/8/p3q3/8/4p3/8/8/1k6 w - - 0 1,K vs k+q+2p,-2,-2,5,1
8/8/3rN3/8/4K3/8/2bk4/8 w - - 0 1,N vs k+r+b,-2,-30,5,1
2K5/8/8/8/3P4/8/k7/8 w - - 0 1,P vs k,2,1,3,1
8/8/8/rp6/K1B5/3k4/8/4n3 b - - 0 1,B vs k+r+n+p,2,1,6,0
8/8/3K4/1b6/8/8/8/7k b - - 0 1,K vs k+b,0,0,3,0
8/8/1b2k3/8/8/8/8/K7 w - - 0 1,K vs k+b,0,0,3,1
8/8/2k5/8/8/K3R3/8/8 b - - 0 1,R vs k,-2,-26,3,0
8/8/R5b1/8/6K1/2q5/8/1k6 w - - 0 1,R vs k+q+b,-2,-10,5,1
8/4B3/k7/1N6/8/3r4/K7/8 w - - 0 1,B+N vs k+r,0,0,5,1
8/8/8/7k/pK6/8/3N4/8 b - - 0 1,N vs k+p,0,0,4,0
8/3k4/7K/8/8/1n6/8/8 b - - 0 1,K vs k+n,0,0,3,0
2N5/3k4/8/5p2/3P1K2/8/8/2R5 w - - 0 1,R+N+P vs k+p,2,1,6,1
7K/1k6/8/8/2R5/8/8/8 w - - 0 1,R vs k,2,25,3,1
8/8/6K1/1p6/8/k7/2q5/2P5 w - - 0 1,P vs k+q+p,-2,-2,5,1
8/8/5B2/8/4k3/6K1/8/8 w - - 0 1,B vs k,0,0,3,1
8/2b5/8/7K/4q3/8/1kP5/8 b - - 0 1,P vs k+q+b,2,1,5,0
4B3/8/8/4R3/6k1/8/K7/8 w - - 0 1,R+B vs k,2,19,4,1
4R3/8/8/8/2k2K2/8/8/8 b - - 0 1,R vs k,-2,-24,3,0
1b6/8/3k4/K7/p7/6Q1/8/2n5 w - - 0 1,Q vs k+b+n+p,2,1,6,1
8/8/4q3/8/6r1/7k/8/1RK5 b - - 0 1,R vs k+q+r,2,3,5,0
4n3/7k/7r/8/8/8/8/5K2 w - - 0 1,K vs k+r+n,-2,-18,4,1
2p5/8/8/8/3P4/1k6/8/1K3Q2 b - - 0 1,Q+P vs k+p,-2,-2,5,0
4k3/8/8/3p4/K7/8/8/8 b - - 0 1,K vs k+p,0,0,3,0
4K3/8/4k3/8/8/8/8/2r5 b - - 0 1,K vs k+r,2,1,3,0
8/8/p7/8/8/4K3/8/k7 w - - 0 1,K vs k+p,0,0,3,1
8/8/8/P4K2/4n3/3k4/3p4/8 b - - 0 1,P vs k+n+p,2,1,5,0
7N/1k6/8/8/2P5/8/8/4K3 w - - 0 1,N+P vs k,2,9,4,1
8/8/8/8/2KR4/8/8/2k5 b - - 0 1,R vs k,-2,-10,3,0
6k1/7P/8/5K2/8/8/8/8 b - - 0 1,P vs k,0,0,3,0
1K5k/8/8/5q2/8/7r/8/8 w - - 0 1,K vs k+q+r,-2,-4,4,1
6k1/8/8/8/2B2R2/8/K4N2/8 b - - 0 1,R+B+N vs k,-2,-8,5,0
8/1K6/8/8/8/2k5/8/n7 b - - 0 1,K vs k+n,0,0,3,0
1K6/8/8/8/2N5/8/6b1/4Q2k b - - 0 1,Q+N vs k+b,-2,-8,5,0
8/3N4/8/8/7r/6k1/2b1Q3/6K1 w - - 0 1,Q+N vs k+r+b,2,1,6,1
6N1/8/5K2/8/5k2/5p2/8/7P w - - 0 1,N+P vs k+p,-2,-1,5,1
